City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Nioro,GM,13.35,-15.75,85.01,59,65,12.01,broken clouds
346,Barra,BR,-11.0894,-43.1417,86.09,27,5,5.88,clear sky
347,Vardo,NO,70.3705,31.1107,53.58,87,0,5.75,clear sky
348,Honningsvag,NO,70.9821,25.9704,51.55,82,75,4.61,broken clouds
349,Kashan,IR,33.9831,51.4364,94.59,6,0,4.61,clear sky
350,Jalalabad,AF,34.4265,70.4515,92.26,46,0,3.29,clear sky
351,Gat,IL,31.61,34.7642,80.82,100,0,3.91,clear sky
352,Kidal,ML,18.4411,1.4078,96.17,29,18,12.35,few clouds
353,Sladkovo,RU,55.5284,70.3385,57.6,68,44,5.01,scattered clouds
354,Awbari,LY,26.5921,12.7805,88.39,14,0,9.44,clear sky
355,Gwadar,PK,25.1216,62.3254,87.49,74,100,5.44,overcast clouds
356,Pozo Colorado,PY,-23.4923,-58.7972,67.64,31,30,5.01,scattered clouds
357,Saint-Joseph,RE,-21.3667,55.6167,68.38,74,53,17.16,broken clouds
358,Tartagal,AR,-22.5164,-63.8013,65.73,30,0,6.58,clear sky
359,Puerto Carreno,CO,6.189,-67.4859,91.38,55,40,5.75,scattered clouds
360,Moroni,KM,-11.7022,43.2551,75.04,76,8,11.27,clear sky
361,Tsabong,BW,-26.0217,22.401,59.56,40,4,8.5,clear sky
362,Lebu,CL,-37.6167,-73.65,51.62,85,57,16.42,broken clouds
363,Lagos,NG,6.5833,3.75,75.56,84,100,5.23,overcast clouds
364,Ouadda,CF,8.0777,22.4007,68.22,98,100,4.52,overcast clouds
365,Masunga,BW,-20.6246,27.4488,50.38,68,0,9.06,clear sky
366,Aksarka,RU,66.5606,67.7975,60.15,57,100,4.74,overcast clouds
367,Vestmannaeyjar,IS,63.4427,-20.2734,52.45,84,36,15.77,scattered clouds
368,Umm Lajj,SA,25.0213,37.2685,86.43,54,100,6.8,overcast clouds
369,Natal,BR,-5.795,-35.2094,77.65,94,75,10.36,broken clouds
370,Issia,CI,6.4922,-6.5856,72.3,98,98,3.65,light rain
371,Narsaq,GL,60.9167,-46.05,61.02,67,99,9.75,overcast clouds
372,Chimoio,MZ,-19.1164,33.4833,62.58,62,100,7.0,overcast clouds
373,Nosy Varika,MG,-20.5833,48.5333,67.73,82,86,6.22,light rain
374,Chalmette,US,29.9427,-89.9634,93.0,58,20,6.91,few clouds
375,Waspan,NI,14.7419,-83.9717,89.98,52,44,7.99,scattered clouds
376,Tromso,NO,69.6496,18.957,49.37,93,75,5.75,light intensity shower rain
377,Balkany,HU,47.7707,21.8631,69.4,39,100,7.9,overcast clouds
378,Bathsheba,BB,13.2167,-59.5167,86.61,79,20,23.02,few clouds
379,Buraydah,SA,26.326,43.975,92.12,10,14,8.52,few clouds
380,Krasnik,PL,50.9236,22.2271,65.28,56,100,3.02,overcast clouds
381,Pauini,BR,-7.7136,-66.9764,88.38,53,100,1.72,overcast clouds
382,Zhanaozen,KZ,43.3,52.8,94.86,17,0,10.54,clear sky
383,Jodhpur,IN,26.2867,73.03,90.03,60,100,3.87,overcast clouds
384,Ayakudi,IN,10.45,77.55,80.15,65,100,6.06,light rain
385,Nakambala,ZM,-15.8324,27.7799,56.41,49,2,5.86,clear sky
386,Mbandaka,CD,0.0487,18.2603,71.71,93,98,2.46,overcast clouds
387,Sotouboua,TG,8.5667,0.9833,72.07,94,82,1.28,light rain
388,Kristiansund,NO,63.1115,7.732,57.25,82,75,18.41,broken clouds
389,Zorgo,BF,12.2489,-0.6158,77.7,77,17,2.71,few clouds
390,Raudeberg,NO,61.9875,5.1352,56.07,89,16,23.24,few clouds
391,Awka,NG,6.2101,7.0741,74.93,80,88,4.18,overcast clouds
392,La Rioja,ES,42.25,-2.5,83.98,28,13,3.13,few clouds
393,Ratnagiri,IN,16.9833,73.3,79.47,87,100,14.5,light rain
394,El Alto,PE,-4.2714,-81.2147,69.46,69,24,17.45,few clouds
395,Rawson,AR,-43.3002,-65.1023,52.27,45,27,21.68,scattered clouds
396,Mogadishu,SO,2.0371,45.3438,76.41,82,13,18.97,few clouds
397,Mao,ES,39.8885,4.2658,82.96,57,0,4.61,clear sky
398,Fuengirola,ES,36.54,-4.6247,86.85,34,0,4.61,clear sky
399,Atar,MR,20.5169,-13.0499,110.95,7,13,14.03,few clouds
400,Fez,MA,34.0372,-4.9998,95.25,33,40,5.75,scattered clouds
401,Gaya,IN,24.7833,85.0,87.85,61,87,10.96,overcast clouds
402,Qobustan,AZ,40.0824,49.412,84.16,49,0,13.8,clear sky
403,Baltasi,RU,56.3462,50.2062,65.35,82,4,4.38,clear sky
404,Narsipatnam,IN,17.6667,82.6167,77.31,93,100,3.69,overcast clouds
405,Surt,LY,31.2089,16.5887,79.9,66,0,12.12,clear sky
406,New Bern,US,35.1085,-77.0441,91.11,63,20,10.36,few clouds
407,Menongue,AO,-14.6585,17.691,55.58,40,4,5.68,clear sky
408,Malkara,TR,40.89,26.9011,72.19,46,0,10.18,clear sky
409,Puerto Leguizamo,CO,-0.1934,-74.7819,78.94,88,100,1.88,overcast clouds
410,Boa Vista,BR,2.8197,-60.6733,91.38,46,75,6.91,broken clouds
411,La Colmena,PY,-25.8833,-56.8167,60.58,49,0,3.8,clear sky
412,Bani,DO,18.2833,-70.3333,89.04,57,22,16.37,few clouds
413,Bahia Honda,CU,22.9036,-83.1592,89.37,56,97,2.04,light rain
414,Salinopolis,BR,-0.6136,-47.3561,82.96,73,71,11.32,broken clouds
415,Guarapari,BR,-20.6667,-40.4975,78.89,70,100,19.39,overcast clouds
416,Barranca,PE,-10.75,-77.7667,65.84,69,14,10.78,few clouds
417,Naples,IT,40.8333,14.25,86.61,57,0,5.75,clear sky
418,Lahij,YE,13.1667,44.5833,93.67,28,100,8.52,overcast clouds
419,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,72.0,30,100,4.32,overcast clouds
420,Esmeraldas,BR,-19.7625,-44.3139,81.46,26,82,2.93,broken clouds
421,Luderitz,NA,-26.6481,15.1594,64.58,52,1,6.93,clear sky
422,San Cristobal,VE,7.7669,-72.225,84.38,51,75,7.34,broken clouds
423,Abha,SA,18.2164,42.5053,68.25,40,0,6.91,clear sky
424,Begunitsy,RU,59.5855,29.3176,52.25,94,100,5.99,overcast clouds
425,Zambezi,ZM,-13.5432,23.1047,57.61,39,0,5.93,clear sky
426,Gunjur,GM,13.2019,-16.7339,79.93,79,100,13.94,overcast clouds
427,Comodoro Rivadavia,AR,-45.8667,-67.5,48.06,49,0,24.16,clear sky
428,Sann,PK,26.0418,68.1378,82.31,83,95,10.85,heavy intensity rain
429,Botshabelo,ZA,-29.2702,26.7052,49.21,38,0,4.41,clear sky
430,Vuktyl,RU,63.8567,57.3094,59.92,90,71,3.29,broken clouds
431,Werda,BW,-25.2667,23.2833,57.45,46,0,7.58,clear sky
432,Praia Da Vitoria,PT,38.7333,-27.0667,77.76,73,24,11.27,few clouds
433,Santiago Del Estero,AR,-27.7951,-64.2615,65.82,20,0,16.53,clear sky
434,Muncie,US,40.1934,-85.3864,74.66,93,100,4.61,heavy intensity rain
435,Tibati,CM,6.4667,12.6333,66.87,96,100,3.4,overcast clouds
436,Aripuana,BR,-9.1667,-60.6333,99.01,24,78,5.12,broken clouds
437,Rogovatoye,RU,51.23,38.3818,60.78,75,100,6.13,overcast clouds
438,Boende,CD,-0.2167,20.8667,75.16,87,100,1.16,light rain
439,Hobyo,SO,5.3505,48.5268,77.04,78,87,32.28,overcast clouds
440,Gidam,IN,18.9833,81.4,73.62,98,100,5.32,overcast clouds
441,Quatre Cocos,MU,-20.2078,57.7625,70.09,67,43,22.97,light rain
442,Panaba,MX,21.2833,-88.2667,95.09,40,65,10.45,broken clouds
443,Port Maria,JM,18.3685,-76.8895,95.05,80,46,14.2,scattered clouds
444,Bogatyye Saby,RU,56.0102,50.4483,64.74,92,7,5.26,clear sky
445,Roald,NO,62.5833,6.1333,61.75,72,75,14.97,broken clouds
446,Mezen,RU,65.8522,44.24,59.54,85,100,3.78,overcast clouds
447,Nantucket,US,41.2835,-70.0995,82.54,84,0,11.5,clear sky
448,Koubia,GN,11.5833,-11.9,74.08,88,94,1.68,light rain
449,Magole,TZ,-6.3667,37.3667,70.39,59,100,2.15,overcast clouds
450,Ghanzi,BW,-21.5667,21.7833,53.89,44,0,8.46,clear sky
451,Misratah,LY,32.3754,15.0925,80.73,63,0,11.16,clear sky
452,Umuarama,BR,-23.7664,-53.325,61.43,56,100,8.21,overcast clouds
453,Marrakesh,MA,31.6315,-8.0083,96.87,36,40,9.22,scattered clouds
454,Hofn,IS,64.2539,-15.2082,56.01,67,9,10.04,clear sky
455,Marsabit,KE,2.3284,37.9899,67.1,54,94,26.04,overcast clouds
456,Cabedelo,BR,-6.9811,-34.8339,77.67,80,76,17.74,broken clouds
457,Itaituba,BR,-4.2761,-55.9836,95.16,49,40,11.5,scattered clouds
458,Nurlat,RU,54.4277,50.8051,65.89,82,69,7.65,light rain
459,Port Hawkesbury,CA,45.6169,-61.3485,81.59,43,20,11.01,few clouds
460,Winneba,GH,5.3511,-0.6231,74.64,84,75,11.14,broken clouds
461,Talnakh,RU,69.4865,88.3972,56.26,64,100,3.18,overcast clouds
462,Faya,SA,18.3851,42.4509,68.52,41,30,5.03,scattered clouds
463,Ippy,CF,6.2679,21.2247,68.09,96,99,4.81,overcast clouds
464,Dakoro,NE,14.5106,6.765,81.66,62,100,6.17,light rain
465,Gurupi,BR,-11.7292,-49.0686,94.68,17,0,9.44,clear sky
466,Jaciara,BR,-15.9653,-54.9683,90.9,29,0,4.7,clear sky
467,Ilhabela,BR,-23.7781,-45.3581,70.14,92,100,9.69,overcast clouds
468,Shache,CN,38.4167,77.2406,80.71,18,0,2.66,clear sky
469,Gusau,NG,12.1628,6.6614,73.87,86,100,2.17,moderate rain
470,Napasar,IN,27.9667,73.55,90.25,59,6,5.5,clear sky
471,Azuqueca De Henares,ES,40.5669,-3.2599,100.18,16,0,9.22,clear sky
472,Tourlaville,FR,49.6383,-1.5664,72.82,49,0,10.36,clear sky
473,Stockelsdorf,DE,53.8905,10.6258,66.25,63,0,5.75,clear sky
474,Loandjili,CG,-4.7561,11.8578,71.83,87,32,8.61,scattered clouds
475,Montepuez,MZ,-13.1256,38.9997,68.58,67,100,5.86,overcast clouds
476,Asosa,ET,10.0667,34.5333,60.33,96,100,3.31,light rain
477,Kostomuksha,RU,64.571,30.5767,54.05,91,100,5.68,light rain
478,Zawadzkie,PL,50.605,18.4847,64.85,51,11,4.32,few clouds
479,Murgab,TM,37.4966,61.9714,84.07,28,0,6.91,clear sky
480,Camacha,PT,33.0833,-16.3333,69.22,73,20,14.97,few clouds
481,Salinas,US,36.6777,-121.6555,90.01,60,0,14.97,clear sky
482,Elbistan,TR,38.2059,37.1983,71.51,52,0,6.82,clear sky
483,Port-Cartier,CA,50.0334,-66.8654,70.75,54,98,7.2,overcast clouds
484,Gayeri,BF,12.6497,0.4931,79.43,70,37,5.14,scattered clouds
485,Karera,IN,25.4667,78.15,91.62,50,89,7.56,overcast clouds
486,Nangomba,TZ,-10.9,38.5,75.2,47,100,4.23,overcast clouds
487,Sarankhola,BD,22.3082,89.7897,81.18,86,31,6.11,scattered clouds
488,Lincoln,US,40.8,-96.667,87.3,66,40,9.22,scattered clouds
489,Pemba,MZ,-12.974,40.5178,74.41,75,35,12.93,light rain
490,Kushmurun,KZ,52.4503,64.6311,68.5,84,74,5.79,broken clouds
491,Louis Trichardt,ZA,-23.0439,29.9032,53.64,80,61,2.37,broken clouds
492,Rio Esteban,HN,15.8333,-86.3,89.65,62,29,9.78,scattered clouds
493,Richards Bay,ZA,-28.783,32.0377,66.65,82,0,11.7,clear sky
494,Zhob,PK,31.3411,69.4481,74.79,72,25,3.09,scattered clouds
495,Birin,NP,26.8865,88.0718,65.55,94,87,1.72,overcast clouds
496,Carnarvon,AU,-24.8667,113.6333,59.07,100,40,4.61,scattered clouds
497,Ubata,BR,-14.2139,-39.5228,80.35,51,10,6.53,clear sky
498,Udimskiy,RU,61.1417,45.9144,56.73,91,100,3.11,light rain
499,Lugoba,TZ,-6.45,38.3333,69.82,69,61,4.21,broken clouds
500,Baillif,GP,16.0202,-61.7463,85.5,68,18,14.79,few clouds
501,Isabela,PH,6.7085,121.9711,77.68,87,100,7.58,overcast clouds
502,Beruwala,LK,6.4788,79.9828,79.03,85,100,5.5,overcast clouds
503,Muros,ES,42.7762,-9.0603,84.16,84,66,1.72,broken clouds
504,Birao,CF,10.2849,22.7882,73.2,91,100,5.93,moderate rain
505,Carupano,VE,10.6678,-63.2585,81.73,82,97,7.45,overcast clouds
506,Krasnoselkup,RU,65.7,82.4667,52.12,81,16,9.89,few clouds
507,Abdulino,RU,53.7,53.6667,64.06,82,91,3.04,overcast clouds
508,Beloomut,RU,54.9448,39.3394,61.48,61,100,4.65,overcast clouds
509,Mizan Teferi,ET,6.9833,35.5833,61.05,97,100,2.57,light rain
510,Mankono,CI,8.0586,-6.1897,75.25,83,83,4.32,broken clouds
511,Bojnurd,IR,37.4747,57.329,76.95,20,0,2.3,clear sky
512,Hude,DE,53.1167,8.4667,69.76,80,100,5.1,overcast clouds
513,Llata,PE,-9.4167,-76.7833,62.6,55,80,7.99,broken clouds
514,Visnes,NO,59.3556,5.2242,57.25,94,100,9.22,overcast clouds
515,Durban,ZA,-29.8579,31.0292,65.32,85,0,4.0,clear sky
516,Marathon,US,44.9,-89.7668,84.87,47,0,4.61,clear sky
517,Riviere-Au-Renard,CA,48.9957,-64.3971,71.89,77,100,3.76,overcast clouds
518,Altayskoye,RU,51.9533,85.3325,60.93,97,100,3.22,light rain
519,Bergama,TR,39.1207,27.1805,76.62,54,0,13.11,clear sky
520,Rio Cuarto,AR,-33.1307,-64.3499,65.48,23,43,18.41,scattered clouds
521,Ipanema,BR,-30.1391,-51.2244,57.18,72,75,12.66,broken clouds
522,Malinovoye Ozero,RU,51.6753,79.7825,65.08,57,37,12.08,scattered clouds
523,Verkhnyaya Inta,RU,65.9811,60.3094,61.57,83,9,7.72,clear sky
524,Goure,NE,13.9835,10.2704,76.01,77,100,13.42,overcast clouds
525,Koster,ZA,-25.863,26.8976,47.48,51,0,2.28,clear sky
526,Mabaruma,GY,8.2,-59.7833,84.49,76,18,6.29,few clouds
527,Lyaskelya,RU,61.7667,31.0167,54.23,86,17,4.68,few clouds
528,Miraflores,MX,19.2167,-98.8083,75.02,56,87,1.41,overcast clouds
529,Zhezkazgan,KZ,47.8043,67.7144,78.08,43,0,7.02,clear sky
530,Farah,AF,32.5,62.5,90.81,9,0,1.45,clear sky
531,Oranjemund,NA,-28.55,16.4333,60.39,67,1,1.72,clear sky
532,Mazyr,BY,52.0495,29.2456,53.78,94,74,6.91,broken clouds
533,Kalmunai,LK,7.4167,81.8167,81.46,80,100,2.98,overcast clouds
534,Lodja,CD,-3.4833,23.4333,77.99,44,45,2.71,scattered clouds
535,Amantea,IT,39.1332,16.0746,85.15,73,5,3.38,clear sky
536,Limon,CR,10.0,-83.0333,84.09,74,0,3.44,clear sky
537,Arkadak,RU,51.9326,43.4978,65.07,87,0,5.23,light rain
538,Pompeia,BR,-22.1086,-50.1717,82.92,41,100,7.09,overcast clouds
539,Skibbereen,IE,51.55,-9.2667,69.12,80,64,3.18,broken clouds
540,Woudenberg,NL,52.0808,5.4167,75.06,55,70,4.14,broken clouds
541,Suffolk,US,40.8668,-72.7996,85.26,71,40,11.5,scattered clouds
542,Tessalit,ML,20.1986,1.0114,87.3,43,99,10.76,light rain
543,Agirish,RU,61.9247,63.0231,60.08,65,100,2.71,overcast clouds
544,San Lawrenz,MT,36.0553,14.204,80.01,75,0,1.99,clear sky
545,Tikaitnagar,IN,26.95,81.5833,93.94,47,100,11.63,overcast clouds
546,Alvand,IR,36.3187,49.1678,64.38,53,0,4.94,clear sky
547,Ekibastuz,KZ,51.6667,75.3667,66.78,53,72,8.57,broken clouds
548,Lukovetskiy,RU,64.2956,41.9211,57.7,77,100,3.42,overcast clouds
549,Ayagoz,KZ,47.9714,80.4392,65.43,66,0,12.62,clear sky
550,Kemijarvi,FI,66.7131,27.4306,58.06,75,35,2.28,scattered clouds
551,Muyezerskiy,RU,63.9333,31.65,53.17,90,34,5.26,scattered clouds
552,Markala,ML,13.7021,-6.0659,87.26,52,60,7.23,broken clouds
553,Nushki,PK,29.5542,66.0215,88.43,39,19,7.2,few clouds
554,Acarau,BR,-2.8856,-40.12,83.77,69,44,18.95,scattered clouds
555,Wagar,SD,16.1525,36.2032,95.36,31,100,9.48,overcast clouds
556,Manta,EC,-0.95,-80.7333,76.78,78,75,11.5,broken clouds
557,Ermelo,ZA,-26.5333,29.9833,44.13,63,0,5.37,clear sky
558,Abu Samrah,SY,35.3029,37.1841,82.2,41,0,12.93,clear sky
559,Sarkand,KZ,45.41,79.9186,73.45,29,50,9.62,scattered clouds
560,Loum,CM,4.7182,9.7351,72.25,95,100,0.89,light rain
561,Encruzilhada,BR,-15.5314,-40.9094,76.21,49,15,10.83,few clouds
562,Yangambi,CD,0.8102,24.4336,71.26,94,100,1.3,light rain
563,Goundam,ML,16.4145,-3.6708,94.64,35,10,5.91,clear sky
564,Harsud,IN,22.1,76.7333,77.09,92,100,12.44,moderate rain
565,Butterworth,MY,5.3991,100.3638,84.24,90,20,2.3,few clouds
566,Qarqin,AF,37.4185,66.0436,93.34,10,0,7.83,clear sky
567,Tamara,HN,14.15,-87.3333,74.95,57,75,5.75,broken clouds
568,Artyom,AZ,40.4723,50.333,78.94,81,0,15.5,clear sky
569,Ahtopol,BG,42.1,27.95,71.33,78,0,3.02,clear sky
570,Mecca,SA,21.4267,39.8261,88.54,34,71,6.58,broken clouds
571,Sauda,NO,59.6506,6.3542,55.94,100,100,4.29,overcast clouds
572,Moche,PE,-8.1711,-79.0092,62.78,77,16,16.11,fog
573,Lekoni,GA,-1.5843,14.2591,86.25,37,100,2.71,overcast clouds
574,Harper,LR,4.375,-7.7169,75.56,80,97,11.43,overcast clouds
575,Zapolyarnyy,RU,69.4154,30.8136,58.28,84,100,9.06,overcast clouds
576,Nieuw Amsterdam,SR,5.8833,-55.0833,86.14,75,40,6.91,scattered clouds
577,Japura,ID,-0.3167,102.35,75.58,92,77,2.13,broken clouds
578,Changji,CN,44.0167,87.3167,86.79,21,75,11.18,thunderstorm
579,Balkhash,KZ,46.844,74.9804,73.04,55,0,14.38,clear sky
580,Kharp,RU,66.8014,65.8081,59.88,60,100,2.73,overcast clouds
581,Dondo,MZ,-19.6094,34.7431,64.92,86,65,4.68,broken clouds
582,Darab,IR,28.7519,54.5444,92.62,16,22,4.92,few clouds
583,Jerez,GT,14.1,-89.75,81.79,54,6,7.47,clear sky
584,Iquique,CL,-20.2208,-70.1431,60.84,69,79,9.37,broken clouds
585,Vila Do Maio,CV,15.1333,-23.2167,81.39,82,3,21.83,clear sky
586,Krasnokholm,RU,51.5979,54.1567,74.52,64,100,8.43,overcast clouds
587,Rabo De Peixe,PT,37.8,-25.5833,71.11,88,40,13.8,scattered clouds
588,Voyvozh,RU,62.892,54.9635,59.59,72,5,1.07,clear sky
589,Prieska,ZA,-29.6641,22.7474,58.98,42,1,8.99,clear sky
590,Bari Sadri,IN,24.4167,74.4667,78.06,87,100,7.16,overcast clouds
591,Mont-De-Marsan,FR,44.0,-0.6667,95.79,36,0,5.75,clear sky
592,Pangody,RU,65.85,74.4859,57.42,65,73,10.4,broken clouds
593,Stykkisholmur,IS,65.0757,-22.7297,52.45,80,100,6.38,overcast clouds
594,Parrita,CR,9.5201,-84.3225,83.19,75,99,7.65,overcast clouds
595,Moengo,SR,5.6167,-54.4,83.03,78,88,1.72,overcast clouds
596,Sokoni,TZ,-6.4333,39.55,76.01,79,77,17.11,light rain
597,Mana,GF,5.6592,-53.7767,81.0,77,98,4.68,overcast clouds
598,Aswan,EG,24.0934,32.907,91.94,16,78,11.52,broken clouds
599,Ashland,US,40.8167,-82.2665,71.11,95,100,9.1,light rain
600,Berbera,SO,10.4396,45.0143,92.25,42,1,16.42,clear sky
601,Scarborough,GB,54.2797,-0.4044,81.97,61,97,7.0,overcast clouds
602,Mezhdurechensk,RU,53.6942,88.0603,55.31,96,100,2.73,overcast clouds
603,Brae,GB,60.3964,-1.353,54.75,82,100,11.79,overcast clouds
604,Grand Baie,MU,-20.0182,57.5802,70.45,61,1,8.99,clear sky
605,Puerto Cabezas,NI,14.0351,-83.3888,87.76,74,75,11.5,broken clouds
606,Lucea,JM,18.451,-78.1736,87.66,72,12,13.06,few clouds
607,Nizhniy Baskunchak,RU,48.2198,46.8311,81.32,39,87,17.81,overcast clouds
608,Tosya,TR,41.0155,34.0401,62.22,75,0,5.46,clear sky
609,Sarmanovo,RU,55.2553,52.5891,61.48,88,93,3.4,overcast clouds
610,Labelle,US,26.7617,-81.4384,86.99,51,99,6.04,moderate rain
611,Saint-Paul,RE,-21.0096,55.2707,70.36,73,46,3.33,scattered clouds
612,Nicoya,CR,10.1483,-85.452,86.11,65,98,3.83,overcast clouds
613,Pimenta Bueno,BR,-11.6725,-61.1936,98.69,24,40,4.54,scattered clouds
614,Kathu,TH,7.9178,98.3332,85.75,87,83,6.8,broken clouds
615,Kalabo,ZM,-14.97,22.6814,57.34,36,4,6.93,clear sky
616,Esmeralda,CU,21.8525,-78.1169,92.57,49,54,5.3,broken clouds
617,Gurupa,BR,-1.405,-51.64,85.15,61,84,3.09,broken clouds
618,Fos-Sur-Mer,FR,43.4377,4.9446,87.64,62,0,5.75,clear sky
619,Vila Franca Do Campo,PT,37.7167,-25.4333,72.01,74,41,7.14,scattered clouds
620,Felanitx,ES,39.4696,3.1483,88.45,51,0,4.25,clear sky
621,Andenes,NO,69.3143,16.1194,50.94,87,75,4.61,broken clouds
622,Turbat,PK,26.0023,63.044,93.27,54,70,6.06,broken clouds
623,Miandrivazo,MG,-19.5167,45.4667,72.09,38,0,10.69,clear sky
624,Inhambane,MZ,-23.865,35.3833,66.74,89,5,6.64,clear sky
625,Sikasso,ML,10.9167,-7.0,78.55,82,80,3.98,moderate rain
626,Mumford,GH,5.2618,-0.759,74.95,83,87,12.24,overcast clouds
627,Kudahuvadhoo,MV,2.6708,72.8944,79.52,84,100,12.17,moderate rain
628,Seoni,IN,22.0833,79.5333,75.49,91,98,6.4,overcast clouds
629,Westport,US,41.1415,-73.3579,86.31,66,0,9.22,clear sky
630,Rocha,UY,-34.4833,-54.3333,51.85,59,0,11.59,clear sky
631,Santo Tomas,PH,14.1079,121.1414,77.25,92,95,1.74,overcast clouds
632,Shu,KZ,43.5983,73.7614,79.23,24,0,8.03,clear sky
633,Kempele,FI,64.9131,25.5034,59.13,82,75,8.05,broken clouds
634,Namibe,AO,-15.1961,12.1522,65.03,84,6,6.82,clear sky
635,Bani Walid,LY,31.7566,13.9942,81.05,40,0,15.41,clear sky
636,Coruripe,BR,-10.1256,-36.1756,77.13,72,9,8.7,clear sky
637,Banda Aceh,ID,5.5577,95.3222,79.5,82,100,3.51,overcast clouds
638,Trairi,BR,-3.2778,-39.2689,83.23,67,35,12.35,scattered clouds
639,Paita,PE,-5.0892,-81.1144,69.58,71,0,15.79,clear sky
640,Campechuela,CU,20.2342,-77.2789,88.57,57,1,5.3,clear sky
641,Mandera,KE,3.9366,41.867,83.95,41,70,16.71,broken clouds
642,Syracuse,IT,37.0881,15.2792,83.79,62,0,1.16,clear sky
643,Sambava,MG,-14.2667,50.1667,69.58,83,81,14.38,light rain
644,Imeni Zhelyabova,RU,58.9544,36.5956,57.15,75,79,4.09,broken clouds
645,Varniai,LT,55.7406,22.3644,54.1,85,49,7.83,scattered clouds
646,Arroyo,ES,41.6096,-4.7969,99.14,15,0,10.36,clear sky
647,Ariguani,CO,10.25,-74.0,92.79,40,94,6.35,overcast clouds
648,Tabou,CI,4.423,-7.3528,75.72,81,100,11.34,overcast clouds
649,Bagotville,AU,-28.9833,153.4167,57.85,83,6,6.24,clear sky
650,Aqtobe,KZ,50.2797,57.2072,75.29,46,0,4.47,clear sky
651,Sabla,NG,12.7525,4.7077,80.44,70,100,6.15,overcast clouds
652,Cordoba,AR,-31.4135,-64.1811,69.76,18,0,19.57,clear sky
653,El Pinon,CO,10.4028,-74.8242,90.19,59,100,6.11,overcast clouds
654,Quixeramobim,BR,-5.1992,-39.2928,88.54,42,57,10.36,broken clouds
655,Kutum,SD,14.2,24.6667,82.47,40,85,6.85,overcast clouds
656,Baracoa,CU,20.3467,-74.4958,86.72,69,31,11.12,scattered clouds
657,Prado,BR,-17.3411,-39.2208,75.99,71,3,6.76,clear sky
658,Henties Bay,NA,-22.116,14.2845,67.03,50,5,11.39,clear sky
659,Konevo,RU,62.1215,39.3192,57.9,68,98,2.8,overcast clouds
660,Khromtau,KZ,50.2503,58.4347,74.21,50,100,7.34,overcast clouds
661,Kaniama,CD,-7.5667,24.1833,77.25,32,88,3.47,overcast clouds
662,Sadove,UA,46.2487,30.1795,70.23,37,0,19.13,clear sky
663,Ardesen,TR,41.1911,40.9875,74.93,77,46,4.52,scattered clouds
664,Carutapera,BR,-1.195,-46.02,82.76,71,64,8.46,broken clouds
665,Shelburne,CA,44.0787,-80.2041,81.9,49,100,10.51,overcast clouds
666,Brazzaville,CG,-4.2658,15.2832,82.42,47,17,6.55,few clouds
667,Diamantino,BR,-14.4086,-56.4461,91.45,31,4,7.23,clear sky
668,Ilam,NP,26.9167,87.9167,71.31,95,90,0.96,overcast clouds
669,San Rafael,AR,-34.6177,-68.3301,59.79,20,100,7.4,overcast clouds
670,Ust-Tsilma,RU,65.441,52.1498,64.24,70,78,2.46,broken clouds
671,Kasongo,CD,-4.45,26.6667,81.03,42,98,3.65,overcast clouds
672,Zastron,ZA,-30.3023,27.084,47.14,35,0,3.27,clear sky
673,Altamira,BR,-3.2033,-52.2064,93.61,40,95,2.91,overcast clouds
674,Gamboula,CF,4.1178,15.1393,69.42,97,100,3.65,light rain
675,Dudinka,RU,69.4058,86.1778,53.46,69,0,8.21,clear sky
676,Challapata,BO,-18.9,-66.7667,50.52,28,97,5.14,overcast clouds
677,Santa Lucia,ES,27.9117,-15.5407,67.77,69,20,32.21,few clouds
678,Linhares,BR,-19.3911,-40.0722,78.57,56,100,8.48,overcast clouds
679,Dakar,SN,14.6937,-17.4441,83.28,76,85,14.45,overcast clouds
680,Pyskowice,PL,50.4,18.6333,63.61,56,12,1.99,few clouds
681,Cross Lanes,US,38.4204,-81.7907,87.53,80,75,3.44,broken clouds
682,Mulki,IN,13.1,74.8,76.28,94,100,3.44,mist
683,Zeerust,ZA,-25.5369,26.0751,51.96,59,0,1.68,clear sky
684,Aklera,IN,24.4167,76.5667,79.45,88,100,8.75,overcast clouds
685,Dhidhdhoo,MV,6.8833,73.1,81.3,77,100,18.37,overcast clouds
686,Moba,CN,33.2288,105.0179,62.17,58,100,4.74,overcast clouds
687,Rorvik,NO,64.8621,11.2373,55.38,82,75,17.27,broken clouds
688,Baijiantan,CN,45.6333,85.1833,87.96,19,37,8.37,scattered clouds
689,Ust-Shonosha,RU,61.1531,41.343,54.81,83,78,1.77,broken clouds
690,Arrecife,ES,28.963,-13.5477,75.18,69,75,21.85,broken clouds
691,Gravdal,NO,68.1214,13.5031,52.14,78,64,8.3,broken clouds
692,Urucara,BR,-2.5364,-57.76,94.44,38,43,5.01,scattered clouds
693,Kerman,IR,30.2832,57.0788,82.26,11,0,6.91,clear sky
694,Dangriga,BZ,16.9692,-88.2321,83.75,69,17,7.02,few clouds
695,Fonte Boa,BR,-2.4959,-66.2662,87.4,60,91,4.12,overcast clouds
696,Macusani,PE,-14.0833,-70.4333,48.07,53,26,14.16,scattered clouds
